,essay_id,pred,demographic_value,demographic_variable
6003,AAAXMP138200002204352125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
6004,AAAXMP138200000896362125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6005,AAAXMP138200000711742850_OR,5.0,Not economically disadvantaged,economically_disadvantaged
6006,AAAXMP138200001811372125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6007,2431007764,3.0,Not economically disadvantaged,economically_disadvantaged
6008,AAAXMP138200000661282810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6009,5.73509E+12,5.0,,economically_disadvantaged
6010,2271004841,2.0,Not economically disadvantaged,economically_disadvantaged
6011,2251003636,4.0,Not economically disadvantaged,economically_disadvantaged
6012,AAAXMP138200001991322144_OR,6.0,Economically disadvantaged,economically_disadvantaged
6013,AAAUUP138180000062422125_OR,5.0,Economically disadvantaged,economically_disadvantaged
6014,AAAXMP138200002197942850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6015,AAAXMP138200001202802850_OR,5.0,Not economically disadvantaged,economically_disadvantaged
6016,AAAXMP138200001544202144_OR,6.0,Economically disadvantaged,economically_disadvantaged
6017,AAAXMP138200002072082810_OR,4.0,Not economically disadvantaged,economically_disadvantaged
6018,AAAXMP138200001484102810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6019,AAAXMP138200001813532810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6020,AAAXMP138200001799112144_OR,3.0,Not economically disadvantaged,economically_disadvantaged
6021,5.49577E+12,6.0,,economically_disadvantaged
6022,2421004363,4.0,Economically disadvantaged,economically_disadvantaged
6023,2221002909,1.0,Not economically disadvantaged,economically_disadvantaged
6024,AAAXMP138200001052502850_OR,5.0,Not economically disadvantaged,economically_disadvantaged
6025,AAAXMP138200000932562144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6026,AAAXMP138200001104422810_OR,6.0,Economically disadvantaged,economically_disadvantaged
6027,AAAXMP138200001871552810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6028,2021000365,4.0,Economically disadvantaged,economically_disadvantaged
6029,2141006618,6.0,Not economically disadvantaged,economically_disadvantaged
6030,2141006201,3.0,Economically disadvantaged,economically_disadvantaged
6031,AAAXMP138200001132232810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6032,4.28762E+12,6.0,,economically_disadvantaged
6033,AAAXMP138200001585122810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6034,AAAXMP138200000503802144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6035,AAAXMP138200001962702850_OR,6.0,Economically disadvantaged,economically_disadvantaged
6036,AAAXMP138200000745722144_OR,6.0,Economically disadvantaged,economically_disadvantaged
6037,AAAXMP138200001096482125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6038,AAAXMP138200001642272850_OR,3.0,Not economically disadvantaged,economically_disadvantaged
6039,2311007264,6.0,Economically disadvantaged,economically_disadvantaged
6040,AAAXMP138200000734682810_OR,4.0,Not economically disadvantaged,economically_disadvantaged
6041,AAAXMP138200001117512144_OR,5.0,Not economically disadvantaged,economically_disadvantaged
6042,2431005320,1.0,Economically disadvantaged,economically_disadvantaged
6043,2091004220,4.0,Not economically disadvantaged,economically_disadvantaged
6044,2241004613,4.0,Not economically disadvantaged,economically_disadvantaged
6045,AAAXMP138200002192362810_OR,5.0,Not economically disadvantaged,economically_disadvantaged
6046,AAAXMP138200000801402144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6047,2091001514,6.0,Not economically disadvantaged,economically_disadvantaged
6048,2431001251,6.0,Economically disadvantaged,economically_disadvantaged
6049,AAAXMP138200000629972810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6050,2271004565,3.0,Not economically disadvantaged,economically_disadvantaged
6051,AAAXMP138200000813622810_OR,6.0,Economically disadvantaged,economically_disadvantaged
6052,AAAXMP138200001143332810_OR,6.0,Economically disadvantaged,economically_disadvantaged
6053,2271005456,6.0,Economically disadvantaged,economically_disadvantaged
6054,AAAXMP138200001909342125_OR,6.0,Economically disadvantaged,economically_disadvantaged
6055,2171002947,2.0,Economically disadvantaged,economically_disadvantaged
6056,2271000853,4.0,Not economically disadvantaged,economically_disadvantaged
6057,AAAXMP138200001616072810_OR,6.0,Economically disadvantaged,economically_disadvantaged
6058,2271001094,3.0,Economically disadvantaged,economically_disadvantaged
6059,AAAXMP138200001211962125_OR,6.0,Economically disadvantaged,economically_disadvantaged
6060,2421003120,4.0,,economically_disadvantaged
6061,AAAUUP138180000116122125_OR,4.0,Economically disadvantaged,economically_disadvantaged
6062,2091003843,6.0,Not economically disadvantaged,economically_disadvantaged
6063,2241003200,6.0,Economically disadvantaged,economically_disadvantaged
6064,4.28022E+12,1.0,,economically_disadvantaged
6065,AAAXMP138200001224302810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6066,2091005897,5.0,Economically disadvantaged,economically_disadvantaged
6067,AAAXMP138200001456752850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6068,AAAXMP138200000783852810_OR,5.0,Economically disadvantaged,economically_disadvantaged
6069,AAAXMP138200000831922144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6070,5.52779E+12,6.0,,economically_disadvantaged
6071,2141004445,4.0,Economically disadvantaged,economically_disadvantaged
6072,AAAXMP138200001747422144_OR,6.0,Economically disadvantaged,economically_disadvantaged
6073,5.99738E+12,2.0,,economically_disadvantaged
6074,AAAXMP138200000812662850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6075,565918115212010thLitAB,6.0,,economically_disadvantaged
6076,AAAXMP138200000578432810_OR,6.0,Economically disadvantaged,economically_disadvantaged
6077,2141007355,2.0,Not economically disadvantaged,economically_disadvantaged
6078,2091006427,6.0,Not economically disadvantaged,economically_disadvantaged
6079,AAAXMP138200000549072125_OR,3.0,Economically disadvantaged,economically_disadvantaged
6080,AAAXMP138200000951752144_OR,3.0,Economically disadvantaged,economically_disadvantaged
6081,AAAXMP138200001785202125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6082,AAAXMP138200001908662810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6083,AAAXMP138200001947602144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6084,2171007272,4.0,Not economically disadvantaged,economically_disadvantaged
6085,AAAXMP138200001374992125_OR,6.0,Economically disadvantaged,economically_disadvantaged
6086,2431006211,6.0,Not economically disadvantaged,economically_disadvantaged
6087,AAAXMP138200001511412144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6088,AAAXMP138200001042582810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6089,5.8248E+12,5.0,,economically_disadvantaged
6090,AAAUUP138180000107772125_OR,3.0,Economically disadvantaged,economically_disadvantaged
6091,5.77352E+12,6.0,,economically_disadvantaged
6092,AAAUUP138180000359992125_OR,5.0,Not economically disadvantaged,economically_disadvantaged
6093,2221004502,6.0,Economically disadvantaged,economically_disadvantaged
6094,2311006381,6.0,Not economically disadvantaged,economically_disadvantaged
6095,2431007179,6.0,Not economically disadvantaged,economically_disadvantaged
6096,2311006551,6.0,Not economically disadvantaged,economically_disadvantaged
6097,2091007342,6.0,Economically disadvantaged,economically_disadvantaged
6098,AAAXMP138200002011122810_OR,4.0,Economically disadvantaged,economically_disadvantaged
6099,2271007157,6.0,Not economically disadvantaged,economically_disadvantaged
6100,AAAXMP138200001844182144_OR,6.0,Economically disadvantaged,economically_disadvantaged
6101,AAAXMP138200001788872810_OR,6.0,Economically disadvantaged,economically_disadvantaged
6102,AAAXMP138200000542112125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6103,AAAXMP138200001695552810_OR,4.0,Not economically disadvantaged,economically_disadvantaged
6104,AAAXMP138200000738402810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6105,5.38448E+12,6.0,,economically_disadvantaged
6106,AAAXMP138200001071422850_OR,2.0,Not economically disadvantaged,economically_disadvantaged
6107,2431005401,3.0,Not economically disadvantaged,economically_disadvantaged
6108,AAAXMP138200001211642125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6109,AAAXMP138200001916422144_OR,6.0,Economically disadvantaged,economically_disadvantaged
6110,AAAXMP138200002167452144_OR,6.0,Economically disadvantaged,economically_disadvantaged
6111,2091006681,6.0,Not economically disadvantaged,economically_disadvantaged
6112,AAAXMP138200001803342850_OR,5.0,Economically disadvantaged,economically_disadvantaged
6113,2241005709,6.0,Economically disadvantaged,economically_disadvantaged
6114,2271003313,4.0,Not economically disadvantaged,economically_disadvantaged
6115,2241001487,2.0,Economically disadvantaged,economically_disadvantaged
6116,AAAXMP138200000821092125_OR,2.0,Not economically disadvantaged,economically_disadvantaged
6117,AAAXMP138200000570622810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6118,AAAUUP138180000113142125_OR,3.0,Economically disadvantaged,economically_disadvantaged
6119,AAAXMP138200001852162850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6120,AAAXMP138200001436992850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6121,AAAXMP138200000738442850_OR,1.0,Economically disadvantaged,economically_disadvantaged
6122,AAAXMP138200001949392125_OR,1.0,Economically disadvantaged,economically_disadvantaged
6123,2091000836,3.0,Not economically disadvantaged,economically_disadvantaged
6124,2021000683,3.0,Economically disadvantaged,economically_disadvantaged
6125,AAAXMP138200002161902810_OR,6.0,Economically disadvantaged,economically_disadvantaged
6126,2431007071,3.0,Economically disadvantaged,economically_disadvantaged
6127,AAAXMP138200000921522144_OR,6.0,Economically disadvantaged,economically_disadvantaged
6128,AAAXMP138200001224102810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6129,AAAXMP138200000745482810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6130,AAAXMP138200001726142850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6131,AAAXMP138200001383092810_OR,6.0,Economically disadvantaged,economically_disadvantaged
6132,AAAXMP138200000500802125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6133,AAAXMP138200002062422810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6134,AAAUUP138180000115232125_OR,3.0,Economically disadvantaged,economically_disadvantaged
6135,AAAXMP138200000789852125_OR,3.0,Not economically disadvantaged,economically_disadvantaged
6136,AAAXMP138200000850812125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6137,AAAXMP138200000509212125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6138,2081007111,6.0,Not economically disadvantaged,economically_disadvantaged
6139,AAAXMP138200001033832810_OR,3.0,Not economically disadvantaged,economically_disadvantaged
6140,AAAXMP138200001781222125_OR,5.0,Not economically disadvantaged,economically_disadvantaged
6141,508606115212610thLitB,6.0,,economically_disadvantaged
6142,AAAXMP138200002130032125_OR,6.0,Economically disadvantaged,economically_disadvantaged
6143,2021007319,6.0,Not economically disadvantaged,economically_disadvantaged
6144,5.3814E+12,6.0,,economically_disadvantaged
6145,AAAXMP138200000987882125_OR,3.0,Economically disadvantaged,economically_disadvantaged
6146,2311002564,1.0,Not economically disadvantaged,economically_disadvantaged
6147,2021007271,1.0,Economically disadvantaged,economically_disadvantaged
6148,2311006136,1.0,Economically disadvantaged,economically_disadvantaged
6149,AAAXMP138200000508922810_OR,4.0,Not economically disadvantaged,economically_disadvantaged
6150,2271001906,1.0,Economically disadvantaged,economically_disadvantaged
6151,2421006013,1.0,Economically disadvantaged,economically_disadvantaged
6152,AAAXMP138200001927962144_OR,6.0,Economically disadvantaged,economically_disadvantaged
6153,AAAXMP138200002089382144_OR,6.0,Economically disadvantaged,economically_disadvantaged
6154,5.02051E+12,6.0,,economically_disadvantaged
6155,2421001593,3.0,Economically disadvantaged,economically_disadvantaged
6156,AAAXMP138200001738822850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6157,AAAXMP138200001504502125_OR,6.0,Economically disadvantaged,economically_disadvantaged
6158,5.6503E+12,5.0,,economically_disadvantaged
6159,AAAXMP138200000539562810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6160,AAAXMP138200001058282125_OR,2.0,Not economically disadvantaged,economically_disadvantaged
6161,AAAXMP138200002020262850_OR,6.0,Economically disadvantaged,economically_disadvantaged
6162,AAAXMP138200000497802125_OR,4.0,Economically disadvantaged,economically_disadvantaged
6163,AAAXMP138200001794092810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6164,AAAXMP138200000843272810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6165,AAAXMP138200000801032810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6166,4.91818E+12,5.0,,economically_disadvantaged
6167,AAAUUP138180000094532125_OR,6.0,Economically disadvantaged,economically_disadvantaged
6168,AAAXMP138200001958102810_OR,3.0,Economically disadvantaged,economically_disadvantaged
6169,AAAXMP138200001635012810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
6170,2141001390,6.0,Not economically disadvantaged,economically_disadvantaged
6171,AAAXMP138200001597172810_OR,6.0,Economically disadvantaged,economically_disadvantaged
6172,AAAXMP138200001885602125_OR,3.0,Economically disadvantaged,economically_disadvantaged
6173,2311002335,6.0,Not economically disadvantaged,economically_disadvantaged
6174,AAAXMP138200001303252810_OR,3.0,Not economically disadvantaged,economically_disadvantaged
6175,2171001827,6.0,,economically_disadvantaged
6176,AAAXMP138200002104002810_OR,6.0,Economically disadvantaged,economically_disadvantaged
6177,AAAXMP138200000825552144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
